"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00210018","ADA, MN US","1950-01",,,,"-33",,,"0.50",,,"1.30",,,,"-16.4"
"USC00210018","ADA, MN US","1950-02",,,"1","-32",,"1.0","0.10","35",,"0.10","1.0","7.1","19.1","-5.0"
"USC00210018","ADA, MN US","1950-03",,,"0","-25",,"0.3","0.91","40",,"1.14","0.3","19.5","29.5","9.4"
"USC00210018","ADA, MN US","1950-04",,,,"5",,,,"65",,,,"32.8","41.0","24.7"
"USC00210018","ADA, MN US","1950-05",,"0","0","30","0","0.0","1.40","88",,"5.21","0.0","51.8","61.6","42.0"
"USC00210018","ADA, MN US","1950-06",,"0","0",,"0","0.0","1.60",,,"4.44","0.0",,,
"USC00210018","ADA, MN US","1950-08",,"0","0","38","0","0.0","0.90","90",,"1.84","0.0","65.2","78.8","51.6"
"USC00210018","ADA, MN US","1950-09",,"0","0","37","0","0.0","0.85","89",,"2.24","0.0","62.1","74.6","49.7"
"USC00210018","ADA, MN US","1950-10",,"0","0","23","0","0.5","0.80","77",,"0.99","0.5","48.5","59.5","37.4"
"USC00210018","ADA, MN US","1950-11",,,"0","-5",,"0.0","0.60","59",,"1.00","0.0","24.4","33.1","15.8"
"USC00210018","ADA, MN US","1950-12",,,"0","-23",,"0.0","0.10","37",,"0.16","0.0","7.2","16.3","-1.8"
"USC00210018","ADA, MN US","1951-01","0",,"0","-35",,"0.0","0.18","38",,"0.44","0.0","2.9","12.6","-6.8"
"USC00210018","ADA, MN US","1951-02","0",,"1","-32",,"7.5","0.50","40",,"0.86","7.5","14.6","22.8","6.5"
"USC00210018","ADA, MN US","1951-03","0",,,"-20",,,,"45",,"1.19",,"18.1","27.8","8.5"
"USC00210018","ADA, MN US","1951-04","0",,,"21",,,"0.50","78",,"0.85",,"40.8","50.6","31.0"
"USC00210018","ADA, MN US","1951-05","18","0","0","34","0","0.0","0.77","84",,"1.44","0.0","59.5","73.9","45.1"
"USC00210018","ADA, MN US","1951-06","48","0","0","38","0","0.0","0.68","85",,"1.85","0.0","61.9","73.9","49.9"
"USC00210018","ADA, MN US","1951-07","182","0","0","42","0","0.0","1.07","92","19","1.40","0.0","69.0","82.8","55.2"
"USC00210018","ADA, MN US","1951-08","227","0","0","43","0","0.0","1.82","94","58","6.68","0.0","65.2","75.4","54.9"
"USC00210018","ADA, MN US","1951-09","227","0","0","23","0","0.0","0.67","86","341","1.56","0.0","55.3","65.7","44.9"
"USC00210018","ADA, MN US","1951-10","229","1","1","7","5","5.0","0.40","80","915","1.13","5.0","45.3","55.6","34.9"
"USC00210018","ADA, MN US","1951-11","229",,,"-13",,,,"46","2191",,,"20.8","29.3","12.4"
"USC00210018","ADA, MN US","1951-12","229",,,"-25",,,"0.40","43","3933","1.02",,"6.9","15.0","-1.1"
"USC00210018","ADA, MN US","1952-01","0",,,"-34",,,,"42","5634",,,"3.5","14.4","-7.3"
"USC00210018","ADA, MN US","1952-02","0",,"0","-12",,"0.0","0.00","39","6990","0.00","0.0","18.3","26.6","9.9"
"USC00210018","ADA, MN US","1952-03","0",,"0","-17",,"0.0","0.00","50","8141","0.43","0.0","22.7","30.8","14.6"
"USC00210018","ADA, MN US","1952-04","26",,"0","13",,"0.0","0.10","91","8662","0.19","0.0","48.5","61.7","35.2"
"USC00210018","ADA, MN US","1952-05","57","0","0","26","0","0.0","0.42","92","8938","0.74","0.0","57.1","71.9","42.3"
"USC00210018","ADA, MN US","1952-06","189","0","0","41","0","0.0","0.60","96","8974","1.60","0.0","68.2","81.3","55.0"
"USC00210018","ADA, MN US","1952-07","355","0","0","45","0","0.0","3.80","94","10","8.14","0.0","70.0","82.5","57.5"
"USC00210018","ADA, MN US","1952-08","485","0","0","44","0","0.0","2.17","95","37","3.38","0.0","68.3","80.8","55.8"
"USC00210018","ADA, MN US","1952-09","582","0","0","32","0","0.0","0.19","96","196","0.36","0.0","62.9","75.8","49.9"
"USC00210018","ADA, MN US","1952-10","582","0","0","13","0","0.0","0.08","74","882","0.09","0.0","42.9","56.3","29.4"
"USC00210018","ADA, MN US","1952-11","582","0","0","-1","0","0.0","1.30","60","1863","2.30","0.0","32.3","41.6","23.0"
"USC00210018","ADA, MN US","1952-12","582","28","1","-10","3","2.5","0.10","39","3247","0.22","3.6","20.3","28.1","12.5"
"USC00210018","ADA, MN US","1953-01","0","31","2","-18","6","2.5","0.20","37","4822","0.49","5.2","12.2","20.6","3.8"
"USC00210018","ADA, MN US","1953-02","0","28","2","-13","7","3.5","0.31","39","6167","0.76","7.5","17.0","27.0","7.0"
"USC00210018","ADA, MN US","1953-03","0","12","2","-10","3","2.0","0.30","55","7285","0.78","4.0","28.9","38.3","19.6"
"USC00210018","ADA, MN US","1953-04","0","0","0","12","0","0.0","0.71","67","8030","1.60","0.0","39.3","48.7","30.0"
"USC00210018","ADA, MN US","1953-05","25","0","0","24","0","0.0","0.64","86","8344","3.47","0.0","55.7","68.2","43.1"
"USC00210018","ADA, MN US","1953-06","150","0","0","32","0","0.0","1.72","92","8440","6.00","0.0","65.9","77.3","54.6"
"USC00210018","ADA, MN US","1953-07","332","0","0","43","0","0.0","1.01","92","19","2.56","0.0","70.2","82.1","58.4"
"USC00210018","ADA, MN US","1953-08","565","0","0","50","0","0.0","1.55","97","25","2.88","0.0","72.3","84.3","60.3"
"USC00210018","ADA, MN US","1953-09","602","0","0","33","0","0.0","0.43","91","207","1.50","0.0","59.6","72.5","46.8"
"USC00210018","ADA, MN US","1953-10","630","0","0","22","0","0.0","0.45","88","561","0.99","0.0","54.5","67.4","41.6"
"USC00210018","ADA, MN US","1953-11","630","11","2","9","12","8.5","0.87","74","1430","1.33","12.5","34.8","43.9","25.8"
"USC00210018","ADA, MN US","1953-12","630",,"6","-24",,"2.0","0.26","40","2978","1.03","8.9","15.1","25.2","5.0"
"USC00210018","ADA, MN US","1954-01","0","31","6","-35","28","2.0","0.17","38","4972","0.96","10.1","-1.6","9.0","-12.1"
"USC00210018","ADA, MN US","1954-02",,"28","1",,"27","1.0","0.10","43",,"0.26","2.0",,"34.7",
"USC00210018","ADA, MN US","1954-03",,"20","3","-7","4","2.0","0.20","46",,"0.58","5.8","24.7","33.4","16.0"
"USC00210018","ADA, MN US","1954-04",,"0","0","1","0","0.0","0.57","75",,"1.52","0.0","41.9","53.3","30.5"
"USC00210018","ADA, MN US","1954-05",,"0","1","25","0","2.5","0.62","84",,"1.73","2.5","50.9","63.5","38.3"
"USC00210018","ADA, MN US","1954-06",,"0","0","39","0","0.0","1.08","92",,"2.81","0.0","66.0","77.9","54.1"
"USC00210018","ADA, MN US","1954-07",,"0","0","41","0","0.0","1.44","97","17","3.38","0.0","71.9","84.4","59.4"
"USC00210018","ADA, MN US","1954-08",,"0","0","43","0","0.0","1.08","92","45","1.90","0.0","68.9","81.7","56.1"
"USC00210018","ADA, MN US","1954-09",,"0","0","32","0","0.0","1.20","85","280","2.09","0.0","57.6","67.7","47.6"
"USC00210018","ADA, MN US","1954-10",,"0","0","20","0","0.0","0.26","71","852","0.40","0.0","45.5","56.5","34.5"
"USC00210018","ADA, MN US","1954-11",,"5","3","1","4","2.0","0.12","68","1743","0.24","4.5","34.3","44.7","23.9"
"USC00210018","ADA, MN US","1954-12",,"31","1","-8","4","1.0","0.10","39","2995","0.19","2.4","21.8","29.8","13.8"
"USC00210018","ADA, MN US","1955-01","0","31","1","-21","6","1.0","0.08","30","4719","0.31","3.9","9.4","18.7","0.0"
"USC00210018","ADA, MN US","1955-02","0","28","4","-26","13","8.0","0.77","36","6345","1.29","15.8","6.9","17.2","-3.4"
"USC00210018","ADA, MN US","1955-03","0","30","3","-22","12","2.0","0.20","55","7766","0.74","7.6","15.9","27.8","4.0"
"USC00210018","ADA, MN US","1955-04","6","0","0","27","0","0.0","0.58","82","8191","1.52","0.0","51.0","65.0","37.0"
"USC00210018","ADA, MN US","1955-05","69","0","0","22","0","0.0","0.58","93","8383","2.09","0.0","60.9","75.0","46.7"
"USC00210018","ADA, MN US","1955-06","157","0","0","44","0","0.0","0.73","90","8449","3.76","0.0","65.7","77.8","53.7"
"USC00210018","ADA, MN US","1955-07","435","0","0","48","0","0.0","2.12","96","6","7.00","0.0","74.2","86.7","61.6"
"USC00210018","ADA, MN US","1955-08","676","0","0","40","0","0.0","1.67","98","16","2.19","0.0","72.5","86.2","58.7"
"USC00210018","ADA, MN US","1955-09","723","0","0","22","0","0.0","0.45","89","251","1.75","0.0","58.7","72.3","45.1"
"USC00210018","ADA, MN US","1955-10","729","0","0","13","0","0.0","0.32","85","728","0.63","0.0","49.2","63.0","35.4"
"USC00210018","ADA, MN US","1955-11","729","17","6","-12","6","2.0","0.19","55","2094","0.93","9.5","19.5","28.0","10.9"
"USC00210018","ADA, MN US","1955-12","729","31","2","-32","11","4.0","0.38","32","3937","0.70","7.6","5.6","15.3","-4.1"
"USC00210018","ADA, MN US","1956-01","0","31","4","-24","10","2.5","0.22","34","5720","0.79","8.0","7.5","18.0","-3.0"
"USC00210018","ADA, MN US","1956-02","0","28","2","-30","12","2.0","0.20","35","7382","0.35","3.7","5.9","17.9","-6.1"
"USC00210018","ADA, MN US","1956-03","0","31","5","-21","11","6.0","0.58","42","8775","1.22","13.7","20.0","29.6","10.5"
"USC00210018","ADA, MN US","1956-04","0","8","4","15","3","3.0","1.17","68","9642","1.72","8.5","36.1","45.9","26.4"
"USC00210018","ADA, MN US","1956-05","6","0","0","29","0","0.0","1.35","83","9974","3.46","0.0","54.5","67.3","41.7"
"USC00210018","ADA, MN US","1956-06","195","0","0","36","0","0.0","0.67","97","9995","2.00","0.0","70.6","82.6","58.6"
"USC00210018","ADA, MN US","1956-07","288","0","0","45","0","0.0","0.86","86","26","2.29","0.0","67.1","78.9","55.4"
"USC00210018","ADA, MN US","1956-08","426","0","0","40","0","0.0","0.78","91","60","2.64","0.0","68.3","82.1","54.6"
"USC00210018","ADA, MN US","1956-09","435","0","0","25","0","0.0","0.17","92","354","0.77","0.0","55.5","69.5","41.5"
"USC00210018","ADA, MN US","1956-10","435","0","0","19","0","0.0","0.73","85","769","1.17","0.0","51.6","66.5","36.7"
"USC00210018","ADA, MN US","1956-11","435","0","0","-1","0","0.5","1.30","61","1722","1.82","0.5","31.7","40.7","22.8"
"USC00210018","ADA, MN US","1956-12","435","22","2","-21","2","1.5","0.14","49","3228","0.46","4.9","16.4","26.8","6.0"
"USC00210018","ADA, MN US","1957-01","0","31","1","-29","7","5.0","0.51","35","5178","0.65","7.1","2.1","12.5","-8.3"
"USC00210018","ADA, MN US","1957-02","0","28","3","-17","7","3.0","0.10","40","6662","0.30","6.0","12.0","22.0","2.0"
"USC00210018","ADA, MN US","1957-03","0","1","0","-6","1","0.7","0.07","58","7840","0.19","2.0","27.0","37.0","17.0"
"USC00210018","ADA, MN US","1957-04","1","2","1","5","5","5.0","1.12","84","8489","2.02","5.0","41.9","54.5","29.4"
"USC00210018","ADA, MN US","1957-05","20","0","0","28","0","0.0","0.59","83","8766","2.11","0.0","56.6","71.1","42.2"
"USC00210018","ADA, MN US","1957-06","39","0","0","38","0","0.0","2.55","84","8837","7.13","0.0","63.3","76.6","50.0"
"USC00210018","ADA, MN US","1957-07","363","0","0","51","0","0.0","1.30","97","0","3.75","0.0","75.4","88.4","62.4"
"USC00210018","ADA, MN US","1957-08","517","0","0","43","0","0.0","0.83","93","31","1.50","0.0","69.0","81.2","56.7"
"USC00210018","ADA, MN US","1957-09","533","0","0","28","0","0.0","2.00","85","272","4.65","0.0","57.2","68.6","45.9"
"USC00210018","ADA, MN US","1957-10","533","0","0","18","0","0.0","0.63","80","840","1.54","0.0","46.7","56.4","36.9"
"USC00210018","ADA, MN US","1957-11","533","4","1","2","2","2.0","0.60","51","1925","1.28","2.5","28.8","36.9","20.8"
"USC00210018","ADA, MN US","1957-12","533","2","0","-16","1","0.5","0.04","46","3252","0.05","0.5","20.8","31.5","10.2"
"USC00210018","ADA, MN US","1958-01","0",,"1","-14",,"1.0","0.10","48","4704","0.22","2.5","18.2","28.5","7.9"
"USC00210018","ADA, MN US","1958-02","0","3","0","-24","1","0.0","0.04","65","6146","0.07","0.0","13.5","25.9","1.1"
"USC00210018","ADA, MN US","1958-03","0","0","0","9","0","0.0","0.05","58","7193","0.07","0.0","31.2","42.5","20.0"
"USC00210018","ADA, MN US","1958-04","0","0","0","12","0","0.0","0.40","78","7705","0.61","0.0","46.1","61.0","31.1"
"USC00210018","ADA, MN US","1958-05","40","0","0","19","0","0.0","0.70","93","7931","2.11","0.0","59.0","75.5","42.5"
"USC00210018","ADA, MN US","1958-06","64","0","0","35","0","0.0","1.04","91","8098","3.48","0.0","60.2","74.1","46.3"
"USC00210018","ADA, MN US","1958-07","180","0","0","45","0","0.0","1.57","93","43","4.95","0.0","67.4","80.4","54.3"
"USC00210018","ADA, MN US","1958-08","366","0","0","42","0","0.0","0.61","101","95","2.44","0.0","69.3","84.1","54.6"
"USC00210018","ADA, MN US","1958-09","383","0","0","31","0","0.0","0.52","87","267","1.35","0.0","59.9","72.9","46.9"
"USC00210018","ADA, MN US","1958-10","383","0","0","25","0","0.0","0.71","78","758","1.17","0.0","49.2","61.3","37.0"
"USC00210018","ADA, MN US","1958-11","383","13","3","-19","5","5.0","1.35","63","1824","3.12","8.0","29.5","38.8","20.1"
"USC00210018","ADA, MN US","1958-12","383","31","1","-16","5","1.0","0.09","39","3484","0.33","3.5","9.7","19.6","-0.1"
"USC00210018","ADA, MN US","1959-01","0","30","2","-24","4","3.0","0.20","34","5399","0.33","4.0","3.2","12.5","-6.1"
"USC00210018","ADA, MN US","1959-02","0","22","2","-28","4","1.5","0.16","38","6956","0.41","3.5","9.4","20.8","-2.1"
"USC00210018","ADA, MN US","1959-03","0","0","0","0","0","0.0","0.00","57","7969","0.00","0.0","31.3","41.7","20.8"
"USC00210018","ADA, MN US","1959-04","0","0","0","17","0","0.0","0.18","77","8593","0.70","0.0","44.2","58.5","29.9"
"USC00210018","ADA, MN US","1959-05","43","0","0","30","0","0.0","1.72","92","8917","4.11","0.0","56.0","68.8","43.1"
"USC00210018","ADA, MN US","1959-06","183","0","0","43","0","0.0","0.70","95","8945","3.52","0.0","68.5","81.5","55.6"
"USC00210018","ADA, MN US","1959-07","415","0","0","47","0","0.0","1.64","95","10","3.33","0.0","72.6","85.7","59.5"
"USC00210018","ADA, MN US","1959-08","663","0","0","49","0","0.0","1.53","98","17","4.21","0.0","72.8","86.0","59.5"
"USC00210018","ADA, MN US","1959-09","713","0","0","28","0","0.0","0.26","96","230","0.98","0.0","59.6","72.4","46.8"
"USC00210018","ADA, MN US","1959-10","713","0","1","22","0","1.0","0.57","74","963","1.74","1.0","41.4","50.5","32.2"
"USC00210018","ADA, MN US","1959-11","713","10","3","-9","5","4.0","0.40","47","2304","0.85","6.0","20.3","28.7","11.9"
"USC00210018","ADA, MN US","1959-12","713","4","1","4","3","1.0","0.52","43","3544","1.10","1.0","25.0","33.4","16.5"
"USC00210018","ADA, MN US","1960-01","0","31","4","-23","8","3.0","0.27","39","5280","0.85","9.5","9.0","18.7","-0.7"
"USC00210018","ADA, MN US","1960-02","0","29","0","-16","6","0.0","0.20","39","6736","0.34","0.0","13.0","23.4","2.7"
"USC00210018","ADA, MN US","1960-03","0","25","0","-16","3","0.5","0.09","48","8195","0.32","0.5","17.9","28.3","7.6"
"USC00210018","ADA, MN US","1960-04","0","3","3","12","3","4.0","0.70","72","8884","2.57","7.0","42.0","52.6","31.5"
"USC00210018","ADA, MN US","1960-05","19","0","0","25","0","0.0","0.69","89","9152","2.02","0.0","57.0","72.2","41.7"
"USC00210018","ADA, MN US","1960-06","65","0","0","39","0","0.0","1.00","88","9229","3.66","0.0","63.9","76.9","51.0"
"USC00210018","ADA, MN US","1960-07","286","0","0","43","0","0.0","2.01","95","24","3.25","0.0","71.3","86.3","56.4"
"USC00210018","ADA, MN US","1960-08","499","0","0","42","0","0.0","2.35","93","31","6.56","0.0","71.6","84.3","58.9"
"USC00210018","ADA, MN US","1960-09","583","0","0","30","0","0.0","1.00","96","238","2.12","0.0","60.9","73.9","47.9"
"USC00210018","ADA, MN US","1960-10","585","0","0","20","0","0.0","0.93","82","772","1.49","0.0","47.8","61.0","34.6"
"USC00210018","ADA, MN US","1960-11","585","3","2","-10","12","10.0","1.22","54","1764","1.57","12.0","30.8","40.6","21.0"
"USC00210018","ADA, MN US","1960-12","585","31","1","-29","13","4.0","0.84","35","3368","1.02","4.5","9.9","20.7","-0.9"
"USC00210018","ADA, MN US","1961-01","0","31","1","-29","8","1.0","0.10","38","5169","0.21","1.5","6.9","18.3","-4.5"
"USC00210018","ADA, MN US","1961-02","0","13","1","-18","6","1.0","0.13","48","6453","0.26","1.5","19.1","29.0","9.2"
"USC00210018","ADA, MN US","1961-03","0","0","0","14","0","0.0","0.34","65","7356","0.48","0.0","34.8","44.5","25.1"
"USC00210018","ADA, MN US","1961-04","0","2","2","8","1","1.0","0.60","70","8190","1.89","2.5","37.2","48.9","25.5"
"USC00210018","ADA, MN US","1961-05","9","0","0","17","0","0.0","0.74","90","8570","1.97","0.0","53.0","69.0","37.1"
"USC00210018","ADA, MN US","1961-06","133","0","0","34","0","0.0","0.26","96","8616","0.78","0.0","67.7","84.5","50.8"
"USC00210018","ADA, MN US","1961-07","268","0","0","45","0","0.0","0.80","93","9","2.78","0.0","69.4","83.1","55.8"
"USC00210018","ADA, MN US","1961-08","524","0","0","43","0","0.0","0.42","99","18","0.75","0.0","72.9","89.2","56.7"
"USC00210018","ADA, MN US","1961-09","564","0","0","26","0","0.0","1.85","91","274","4.01","0.0","57.8","69.0","46.5"
"USC00210018","ADA, MN US","1961-10","565","0","0","24","0","0.0","0.92","85","777","1.30","0.0","48.1","59.9","36.4"
"USC00210018","ADA, MN US","1961-11","565","2","0","2","1","0.5","0.04","58","1701","0.14","0.5","29.9","39.5","20.3"
"USC00210018","ADA, MN US","1961-12","565","23","4","-21","10","5.0","0.49","39","3381","1.31","11.5","9.2","19.1","-0.6"
"USC00210018","ADA, MN US","1962-01","0","31","9","-31","19","3.0","0.32","40","5241","1.70","15.4","2.9","14.0","-8.2"
"USC00210018","ADA, MN US","1962-02","0","28","3","-33","17","1.0","0.45","40","6894","1.49","3.0","6.0","16.9","-4.9"
"USC00210018","ADA, MN US","1962-03","0","31","5","-26","17","3.0","0.30","45","8174","0.72","7.4","23.7","31.6","15.8"
"USC00210018","ADA, MN US","1962-04","2",,"0","15",,"0.0","0.69","83","8928","1.39","0.0","40.0","51.7","28.2"
"USC00210018","ADA, MN US","1962-05","2","0","0","27","0","0.0","1.75","83","9226","7.75","0.0","55.4","66.4","44.5"
"USC00210018","ADA, MN US","1962-06","101","0","0","40","0","0.0","1.70","88","9293","3.35","0.0","66.0","76.7","55.3"
"USC00210018","ADA, MN US","1962-07","208","0","0","46","0","0.0","2.77","85","5","8.49","0.0","68.3","80.3","56.3"
"USC00210018","ADA, MN US","1962-08","388","0","0","49","0","0.0","1.86","93","14","3.52","0.0","70.5","84.3","56.7"
"USC00210018","ADA, MN US","1962-09","397","0","0","30","0","0.0","1.53","85","252","2.65","0.0","57.1","69.9","44.3"
"USC00210018","ADA, MN US","1962-10","404","0","0","19","0","0.0","0.20","83","719","0.59","0.0","50.2","62.9","37.4"
"USC00210018","ADA, MN US","1962-11","404","0","0","16","0","0.0","0.09","55","1610","0.40","0.0","34.2","42.1","26.3"
"USC00210018","ADA, MN US","1962-12","404",,,"-17",,,"0.46","56","3057","0.53",,"16.6","27.5","5.7"
"USC00210018","ADA, MN US","1963-01","0",,,"-28",,,"0.02","39","4918","0.03",,"0.9","9.2","-7.4"
"USC00210018","ADA, MN US","1963-02","0",,,"-24",,,"0.29","42","6352","0.42",,"12.1","22.2","1.9"
"USC00210018","ADA, MN US","1963-06",,"0","0",,"0","0.0",,,,,"0.0",,,
"USC00210018","ADA, MN US","1963-07",,"0","0","47","0","0.0","0.60","98","2","1.64","0.0","72.5","86.0","59.0"
"USC00210018","ADA, MN US","1963-08",,"0","0","42","0","0.0","0.86","94","11","3.79","0.0","69.5","83.5","55.5"
"USC00210018","ADA, MN US","1963-09",,"0","0","45","0","0.0","0.32","83","59","0.47","0.0","64.5","77.6","51.4"
"USC00210018","ADA, MN US","1963-11",,"3",,,"2",,,,,,,,,
"USC00210018","ADA, MN US","1963-12",,"25","3","-30","5","3.0","0.25","42",,"0.44","5.0","7.4","16.5","-1.8"
"USC00210018","ADA, MN US","1964-01","0",,"3","-22",,"5.0","0.30","43",,"0.46","10.0","15.0","25.2","4.7"
"USC00210018","ADA, MN US","1964-02","0",,,"-20",,,"0.10","45",,"0.26",,"18.1","29.8","6.4"
"USC00210018","ADA, MN US","1964-03","0","13","4","-15","14","6.0","0.55","53",,"1.50","14.0","20.7","34.1","7.4"
"USC00210018","ADA, MN US","1964-04","0",,,"12",,,"2.41","76",,"5.63",,"44.9","57.0","32.7"
"USC00210018","ADA, MN US","1964-05","51",,,"31",,,"0.49","97",,"1.26",,"59.8","74.4","45.3"
"USC00210018","ADA, MN US","1964-06","134",,,"31",,,"3.31","92",,"7.82",,"64.1","76.5","51.6"
"USC00210018","ADA, MN US","1964-07","367",,,"48",,,"0.69","95","3","3.02",,"72.4","84.7","60.1"
"USC00210018","ADA, MN US","1964-08","464","0","0","33","0","0.0","1.68","95","81","3.62","0.0","65.6","78.0","53.2"
"USC00210018","ADA, MN US","1964-09","498","0","0","28","0","0.0","0.65","90","384","2.52","0.0","56.0","68.4","43.6"
"USC00210018","ADA, MN US","1964-11",,"1","1","-24","4","4.0","1.06","64",,"1.92","4.0","30.7","40.2","21.2"
"USC00210018","ADA, MN US","1964-12",,,"5","-28",,"5.0","0.49","33",,"1.41","15.0","4.5","13.6","-4.7"
"USC00210018","ADA, MN US","1965-01","0","31","2","-35","21","1.0","0.13","32",,"0.24","2.0","-0.8","10.8","-12.4"
"USC00210018","ADA, MN US","1965-02","0",,"1","-28",,"1.5","0.13","40",,"0.13","1.5","7.8","20.5","-4.9"
"USC00210018","ADA, MN US","1965-03","0",,,"-14",,,"0.30","42",,"0.91",,"15.7","27.2","4.1"
"USC00210018","ADA, MN US","1965-04","0",,,"27",,,"1.33","82",,"3.52",,"42.2","51.8","32.6"
"USC00210018","ADA, MN US","1965-05","2",,,"30",,,"1.03","85",,"4.64",,"55.7","69.4","41.9"
"USC00210018","ADA, MN US","1965-06","27","0","0","42","0","0.0","1.16","85",,"4.98","0.0","63.6","76.0","51.1"
"USC00210018","ADA, MN US","1965-07","139","0","0","42","0","0.0","0.86","91","18","3.33","0.0","68.0","79.8","56.3"
"USC00210018","ADA, MN US","1965-08","241","0","0","35","0","0.0","0.79","100","77","2.47","0.0","66.4","79.9","53.0"
"USC00210018","ADA, MN US","1965-09","241","0","0","20","0","0.0","0.99","76","541","4.38","0.0","49.5","58.7","40.4"
"USC00210018","ADA, MN US","1965-10","241","0","0","26","0","0.0","0.66","72","1064","1.63","0.0","47.7","59.9","35.5"
"USC00210018","ADA, MN US","1965-11","241",,,"3",,,"0.58","62","2084","1.67",,"28.8","37.3","20.3"
"USC00210018","ADA, MN US","1965-12","241",,,"-10",,,"0.49","45","3233","1.10",,"21.5","29.9","13.2"
"USC00210018","ADA, MN US","1966-01","0","31","2","-36","13","3.0","0.28","22","5224","0.43","4.0","-6.3","4.1","-16.6"
"USC00210018","ADA, MN US","1966-02","0","28","2","-33","13","3.0","0.53","41","6878","0.64","4.0","5.9","16.9","-5.0"
"USC00210018","ADA, MN US","1966-03","0","27","4","-20","35","12.0","1.19","58","7965","2.95","26.0","29.9","39.4","20.4"
"USC00210018","ADA, MN US","1966-04","0","4","2","15","4","4.0","0.62","68","8683","1.99","7.0","38.5","47.8","29.1"
"USC00210018","ADA, MN US","1966-05","14","0","0","21","0","0.0","0.54","89","9081","1.28","0.0","52.6","66.1","39.1"
"USC00210018","ADA, MN US","1966-06","135","0","0","35","0","0.0","1.01","96","9166","3.65","0.0","66.3","78.3","54.4"
"USC00210018","ADA, MN US","1966-07","382","0","0","52","0","0.0","1.35","91","1","3.15","0.0","72.9","85.0","60.9"
"USC00210018","ADA, MN US","1966-08","493","0","0","42","0","0.0","1.19","90","76","4.19","0.0","66.2","78.2","54.2"
"USC00210018","ADA, MN US","1966-09","531","0","0","30","0","0.0","0.76","87","283","1.04","0.0","59.0","72.4","45.6"
